Email,problem0,problem1,problem2,problem3,problem4,Earned
melanie.devantre@gmail.com,3.0,7.0,10.0,0.0,6.0,26.0
james.marcisha@gatech.edu,10.0,10.0,10.0,10.0,5.0,45.0
drew.artice@gmail.com,10.0,10.0,10.0,10.0,10.0,50.0
henrietta.sorayda@gmail.com,10.0,10.0,10.0,8.0,5.0,43.0
jon.durke@gmail.com,10.0,10.0,10.0,10.0,10.0,50.0
stephanie.lylarae@gatech.edu,5.0,7.0,10.0,8.0,10.0,40.0
sherree.jamesena@hotmail.com,5.0,7.0,10.0,0.0,5.0,27.0
alonso.tamarcus@gmail.com,10.0,10.0,10.0,,5.0,35.0
maximus.khingston@gmail.com,10.0,10.0,10.0,10.0,10.0,50.0
harry.narsiso@gmail.com,5.0,10.0,10.0,0.0,10.0,35.0
sampson.seine@gatech.edu,10.0,10.0,10.0,10.0,10.0,50.0
marianne.terianna@gmail.com,10.0,10.0,10.0,10.0,10.0,50.0
ashley.zadiel@gmail.com,10.0,10.0,10.0,10.0,10.0,50.0
norvell.ahmyr@gatech.edu,10.0,10.0,10.0,10.0,10.0,50.0
melanie.richana@gmail.com,10.0,10.0,10.0,10.0,10.0,50.0
clarence.wyhatt@gatech.edu,10.0,10.0,10.0,10.0,10.0,50.0
jordan.reyanne@gmail.com,10.0,10.0,10.0,10.0,10.0,50.0
christopher.dailee@gmail.com,10.0,10.0,10.0,10.0,10.0,50.0
kinley.milaysia@gmail.com,10.0,10.0,10.0,,10.0,40.0
angelo.shakwan@gatech.edu,10.0,10.0,10.0,10.0,10.0,50.0
nora.joshuajames@gatech.edu,7.0,10.0,10.0,10.0,10.0,47.0
samuel.anoria@gmail.com,5.0,10.0,10.0,2.0,6.0,33.0
harry.shiane@e.ntu.edu.sg,10.0,10.0,10.0,10.0,10.0,50.0
betsy.edwynn@mac.com,10.0,10.0,10.0,10.0,10.0,50.0
valerie.jamial@gmail.com,10.0,10.0,10.0,10.0,10.0,50.0
jason.saveria@gmail.com,10.0,10.0,10.0,10.0,10.0,50.0
julene.yovanni@unal.edu.co,10.0,10.0,10.0,10.0,10.0,50.0
inez.michol@gatech.edu,7.0,7.0,10.0,,5.0,29.0
cheryl.jaimir@hotmail.com,10.0,10.0,10.0,10.0,10.0,50.0
mason.haskell@gatech.edu,5.0,7.0,10.0,2.0,5.0,29.0
luke.lexe@gatech.edu,10.0,10.0,10.0,10.0,10.0,50.0
susan.jannick@gmail.com,10.0,10.0,10.0,10.0,6.0,46.0
thomas.dyanni@gmail.com,10.0,10.0,10.0,6.0,5.0,41.0
george.roa@hotmail.com,10.0,10.0,10.0,10.0,10.0,50.0
shakyla.freta@gmail.com,5.0,10.0,10.0,6.0,5.0,36.0
nancy.quaniya@hotmail.com,10.0,10.0,10.0,10.0,10.0,50.0
sharon.daionna@gatech.edu,10.0,10.0,10.0,10.0,10.0,50.0
harper.lemorris@gmail.com,10.0,10.0,10.0,10.0,10.0,50.0
henry.wyomia@gmail.com,5.0,7.0,10.0,10.0,6.0,38.0
matthew.taw@gmail.com,10.0,10.0,10.0,10.0,10.0,50.0
barbara.khysen@gmail.com,10.0,10.0,10.0,10.0,10.0,50.0
joseph.shariden@gmail.com,10.0,10.0,10.0,10.0,6.0,46.0
jennifer.matea@gatech.edu,5.0,10.0,10.0,10.0,10.0,45.0
jason.lovett@outlook.com,10.0,7.0,10.0,,10.0,37.0
marie.mehrish@gmail.com,10.0,10.0,10.0,10.0,10.0,50.0
adena.talaiya@qq.com,10.0,10.0,10.0,10.0,10.0,50.0
valerie.ar@gmail.com,10.0,10.0,10.0,2.0,5.0,37.0
irene.terece@gmail.com,10.0,10.0,10.0,10.0,6.0,46.0
hobart.malala@gmail.com,10.0,7.0,10.0,10.0,10.0,47.0
molly.makensey@gmail.com,10.0,10.0,10.0,2.0,10.0,42.0
paxton.maragret@gmail.com,10.0,10.0,10.0,10.0,10.0,50.0
pauline.trechelle@gmail.com,10.0,7.0,10.0,10.0,10.0,47.0
shannon.khalanii@gatech.edu,10.0,10.0,10.0,10.0,10.0,50.0
omar.cheyton@gatech.edu,10.0,10.0,10.0,10.0,10.0,50.0
johnny.anass@gmail.com,10.0,10.0,10.0,,6.0,36.0
michael.meleyah@gmail.com,10.0,10.0,10.0,10.0,10.0,50.0
alexandra.kogan@gmail.com,10.0,10.0,10.0,10.0,10.0,50.0
dejon.lyrae@gmail.com,10.0,10.0,10.0,10.0,10.0,50.0
melissa.sherral@gmail.com,5.0,7.0,10.0,10.0,5.0,37.0
monica.ahron@gmail.com,10.0,10.0,10.0,10.0,10.0,50.0
kristopher.erandi@gmail.com,7.0,10.0,10.0,,6.0,33.0
sharilyn.elvana@gmail.com,5.0,10.0,10.0,8.0,10.0,43.0
kathleen.lonn@outlook.com,10.0,10.0,10.0,10.0,10.0,50.0
margarita.zoli@gmail.com,5.0,7.0,1.0,10.0,5.0,28.0
danielle.kulsoom@gmail.com,10.0,10.0,10.0,10.0,10.0,50.0
eric.sridevi@hotmail.com,10.0,10.0,10.0,,10.0,40.0
cody.eastin@gmail.com,5.0,7.0,10.0,10.0,10.0,42.0
russell.dick@gmail.com,2.0,0.0,1.0,0.0,5.0,8.0
courtney.daymeon@alum.lehigh.edu,10.0,10.0,10.0,8.0,5.0,43.0
christine.rostam@gmail.com,3.0,,,,,3.0
tory.shritha@gmail.com,5.0,7.0,10.0,4.0,6.0,32.0
eric.tamiesha@gmail.com,8.0,10.0,1.0,,5.0,24.0
stanley.denaly@gmail.com,5.0,10.0,10.0,10.0,10.0,45.0
john.sujit@gmail.com,10.0,10.0,10.0,10.0,10.0,50.0
kyler.kimya@gmail.com,5.0,7.0,10.0,,5.0,27.0
patricia.breely@gmail.com,10.0,10.0,10.0,10.0,10.0,50.0
richard.marshaye@gmail.com,8.0,10.0,10.0,10.0,6.0,44.0
breanna.abdulmalek@gatech.edu,3.0,10.0,1.0,0.0,1.0,15.0
jeri.robynn@gmail.com,8.0,10.0,10.0,10.0,5.0,43.0
terry.shantrece@gmail.com,10.0,10.0,10.0,8.0,10.0,48.0
leta.kartier@gmail.com,3.0,2.0,10.0,2.0,5.0,22.0
lynlee.khalayah@hotmail.com,5.0,7.0,1.0,2.0,,15.0
savanna.montral@gatech.edu,10.0,10.0,10.0,10.0,10.0,50.0
deborah.quinneshia@gmail.com,10.0,7.0,10.0,10.0,10.0,47.0
bonita.keneasha@gatech.edu,10.0,10.0,10.0,10.0,10.0,50.0
rashad.datra@gmail.com,10.0,10.0,10.0,10.0,10.0,50.0
elizabeth.america@gmail.com,5.0,7.0,1.0,0.0,10.0,23.0
gael.iduma@hotmail.com,10.0,10.0,10.0,0.0,10.0,40.0
keith.saraiya@gmail.com,10.0,10.0,10.0,2.0,5.0,37.0
carlyn.teffany@gmail.com,10.0,7.0,10.0,10.0,10.0,47.0
hayden.mixtly@ieee.org,10.0,7.0,10.0,7.0,6.0,40.0
micheal.glenola@gatech.edu,10.0,10.0,10.0,10.0,5.0,45.0
ryann.satsuko@gmail.com,10.0,10.0,10.0,10.0,6.0,46.0
john.bergin@gatech.edu,2.0,2.0,10.0,7.0,5.0,26.0
paul.laconya@gmail.com,7.0,7.0,10.0,10.0,5.0,39.0
jade.tliyah@gmail.com,10.0,10.0,10.0,6.0,10.0,46.0
gerardo.allesha@gmail.com,10.0,7.0,10.0,10.0,10.0,47.0
nancy.saba@yahoo.com,10.0,10.0,10.0,8.0,5.0,43.0
joy.jaceion@gmail.com,10.0,10.0,10.0,10.0,10.0,50.0
john.briyelle@gatech.edu,5.0,7.0,10.0,,5.0,27.0
mary.lunalee@gmail.com,10.0,10.0,10.0,10.0,10.0,50.0
xavier.lavesta@gmail.com,10.0,7.0,10.0,,5.0,32.0
christian.anum@gmail.com,10.0,10.0,10.0,10.0,10.0,50.0
randall.bedelia@gmail.com,10.0,7.0,10.0,,10.0,37.0
jacob.talecia@gmail.com,10.0,7.0,10.0,,5.0,32.0
calvin.taskin@gmail.com,10.0,10.0,10.0,10.0,10.0,50.0
jennifer.rodericus@gmail.com,10.0,10.0,,1.0,5.0,26.0
tiare.capree@gatech.edu,3.0,0.0,10.0,6.0,6.0,25.0
mary.issys@gatech.edu,10.0,10.0,10.0,10.0,10.0,50.0
brian.moni@gmail.com,10.0,10.0,10.0,10.0,10.0,50.0
jackie.barrion@live.de,10.0,10.0,10.0,10.0,5.0,45.0
jordan.trenetta@gmail.com,10.0,10.0,10.0,10.0,5.0,45.0
robin.kathren@gmail.com,10.0,10.0,10.0,10.0,10.0,50.0
james.sephiroth@gmail.com,5.0,7.0,10.0,8.0,10.0,40.0
harold.phillip@gatech.edu,10.0,10.0,5.0,0.0,5.0,30.0
taryn.raneshia@yahoo.co.id,7.0,10.0,10.0,10.0,10.0,47.0
gino.branston@gatech.edu,10.0,10.0,10.0,10.0,10.0,50.0
kayla.pamalee@protonmail.com,5.0,7.0,10.0,8.0,6.0,36.0
john.ruther@gmail.com,5.0,7.0,10.0,10.0,10.0,42.0
lukas.marcquise@gmail.com,8.0,7.0,10.0,2.0,10.0,37.0
bonnie.dreylan@gatech.edu,10.0,10.0,10.0,10.0,10.0,50.0
olivia.prit@yahoo.com,5.0,7.0,1.0,0.0,5.0,18.0
chelsea.dilann@gatech.edu,10.0,10.0,10.0,8.0,5.0,43.0
dylan.aziria@gmail.com,10.0,10.0,10.0,10.0,10.0,50.0
edgar.paishance@umn.edu,10.0,7.0,10.0,8.0,5.0,40.0
gloria.zaed@gmail.com,7.0,10.0,10.0,10.0,6.0,43.0
olivia.geral@yahoo.com,10.0,10.0,10.0,10.0,10.0,50.0
francis.hazlie@gmail.com,5.0,2.0,10.0,10.0,0.0,27.0
sarah.sheylin@gmail.com,10.0,10.0,10.0,8.0,10.0,48.0
alexander.rollan@gatech.edu,10.0,10.0,10.0,10.0,10.0,50.0
ashir.clintin@gatech.edu,10.0,10.0,10.0,10.0,10.0,50.0
charles.tocha@gmail.com,5.0,7.0,10.0,8.0,,30.0
rita.sidny@gmail.com,10.0,7.0,10.0,10.0,10.0,47.0
angela.lynisha@gatech.edu,10.0,10.0,10.0,10.0,10.0,50.0
erika.diaan@gmail.com,10.0,10.0,10.0,10.0,10.0,50.0
robert.burnest@gmail.com,5.0,7.0,10.0,10.0,5.0,37.0
amanda.hessa@gatech.edu,7.0,10.0,10.0,10.0,5.0,42.0
samantha.vidella@gmail.com,10.0,10.0,10.0,10.0,10.0,50.0
barbara.khendra@gatech.edu,10.0,10.0,10.0,10.0,10.0,50.0
barbara.carma@outlook.com,10.0,0.0,10.0,7.0,5.0,32.0
george.eliyan@gmail.com,10.0,10.0,10.0,10.0,8.0,48.0
jessica.sakya@gatech.edu,10.0,10.0,10.0,10.0,10.0,50.0
amaya.krew@gmail.com,10.0,10.0,10.0,10.0,10.0,50.0
karen.tanji@gatech.edu,10.0,10.0,10.0,10.0,10.0,50.0
arthur.donnaven@rabobank.nl,7.0,7.0,10.0,10.0,10.0,44.0
jonathan.nilsa@gmail.com,10.0,10.0,10.0,6.0,10.0,46.0
jewell.av@qq.com,3.0,10.0,10.0,,5.0,28.0
arthur.skii@gatech.edu,10.0,10.0,10.0,10.0,5.0,45.0
nathan.lawyer@gmail.com,3.0,10.0,,7.0,10.0,30.0
brianna.jenysis@gatech.edu,9.0,10.0,10.0,10.0,10.0,49.0
jesus.monserrath@gmail.com,9.0,10.0,10.0,1.0,5.0,35.0
nikolaj.correne@att.net,10.0,10.0,10.0,10.0,10.0,50.0
lisa.hovik@gmail.com,5.0,7.0,10.0,2.0,5.0,29.0
mary.wesner@gatech.edu,7.0,7.0,10.0,0.0,10.0,34.0
scott.tyreka@gatech.edu,10.0,10.0,10.0,10.0,10.0,50.0
francisco.anyeline@gatech.edu,10.0,10.0,10.0,6.0,5.0,41.0
benjamin.zanthia@gatech.edu,10.0,10.0,10.0,10.0,10.0,50.0
jesse.aritzi@gmail.com,2.0,,1.0,,5.0,8.0
kathleen.clesha@gmail.com,10.0,10.0,10.0,10.0,10.0,50.0
patt.dolora@gmail.com,10.0,10.0,10.0,8.0,10.0,48.0
louise.aaravi@hotmail.com,10.0,10.0,10.0,10.0,10.0,50.0
paul.paxson@gatech.edu,10.0,10.0,10.0,8.0,6.0,44.0
lorita.theral@gatech.edu,10.0,10.0,1.0,2.0,5.0,28.0
natalie.wandell@gmail.com,10.0,10.0,10.0,2.0,5.0,37.0
vickie.tkiyah@gatech.edu,10.0,10.0,1.0,,5.0,26.0
delores.christipher@gmail.com,10.0,10.0,10.0,10.0,10.0,50.0
wm.charrisse@gatech.edu,10.0,10.0,10.0,10.0,10.0,50.0
john.kyelee@gatech.edu,5.0,7.0,10.0,,1.0,23.0
chad.darnella@gmail.com,10.0,10.0,10.0,10.0,10.0,50.0
eli.sascha@yahoo.com,8.0,7.0,1.0,,5.0,21.0
jazlyn.florin@gmail.com,5.0,10.0,1.0,1.0,6.0,23.0
jaime.maasai@gmail.com,3.0,7.0,10.0,4.0,6.0,30.0
laila.marae@gatech.edu,10.0,10.0,10.0,10.0,10.0,50.0
lawrence.kiyona@hotmail.com,5.0,7.0,10.0,2.0,1.0,25.0
dorothy.leycester@gmail.com,7.0,7.0,10.0,10.0,6.0,40.0
eugene.glema@hotmail.com,10.0,10.0,10.0,10.0,10.0,50.0
ronald.ezell@gatech.edu,5.0,10.0,1.0,,5.0,21.0
john.jogina@gmail.com,10.0,10.0,10.0,10.0,10.0,50.0
beckett.sameia@gatech.edu,5.0,7.0,10.0,,5.0,27.0
stacy.loneta@gmail.com,10.0,10.0,10.0,10.0,10.0,50.0
connor.amilliona@gatech.edu,10.0,10.0,10.0,10.0,10.0,50.0
willard.tammela@hotmail.com,10.0,10.0,10.0,10.0,6.0,46.0
juanita.esiah@gmail.com,10.0,10.0,10.0,10.0,10.0,50.0
llewellyn.tsurue@gmail.com,10.0,10.0,10.0,10.0,10.0,50.0
kayli.christyn@gmail.com,5.0,10.0,10.0,,5.0,30.0
daniel.tashera@gmail.com,10.0,10.0,1.0,,,21.0
ora.ahnjayla@gatech.edu,10.0,10.0,10.0,6.0,10.0,46.0
todd.laylynn@ucdavis.edu,3.0,,,,,3.0
emily.zoeyann@gmail.com,10.0,10.0,10.0,10.0,10.0,50.0
michael.afeni@gatech.edu,5.0,7.0,10.0,2.0,6.0,30.0
lisa.andreas@gmail.com,,7.0,1.0,,,8.0
craig.doraine@gmail.com,10.0,10.0,10.0,10.0,10.0,50.0
demetrie.randin@gmail.com,10.0,10.0,10.0,10.0,5.0,45.0
robert.berita@gatech.edu,10.0,10.0,10.0,10.0,5.0,45.0
jeffery.martrail@gatech.edu,10.0,10.0,10.0,10.0,10.0,50.0
heather.vedah@gmail.com,5.0,10.0,1.0,,1.0,17.0
laura.madelena@gatech.edu,5.0,0.0,1.0,2.0,5.0,13.0
aubrey.keadyn@gmail.com,10.0,10.0,10.0,10.0,10.0,50.0
alonzo.tyrell@gmail.com,10.0,7.0,10.0,2.0,,29.0
meredith.rakyla@hotmail.com,3.0,2.0,10.0,,5.0,20.0
darnell.mundi@gatech.edu,10.0,10.0,10.0,6.0,10.0,46.0
carl.shavannah@gatech.edu,10.0,10.0,10.0,10.0,10.0,50.0
dustin.maleeah@gmail.com,10.0,10.0,10.0,5.0,10.0,45.0
canaan.cynsere@hotmail.com,5.0,7.0,10.0,7.0,0.0,29.0
sophie.merika@gmail.com,10.0,10.0,10.0,10.0,10.0,50.0
chanel.hooria@hotmail.com,6.0,7.0,10.0,10.0,10.0,43.0
jarvis.avitaz@gmail.com,3.0,10.0,10.0,9.0,10.0,42.0
lillie.clover@gatech.edu,10.0,10.0,10.0,10.0,10.0,50.0
tristen.markiah@gatech.edu,5.0,7.0,10.0,7.0,10.0,39.0
alex.mesias@gmail.com,10.0,10.0,1.0,2.0,8.0,31.0
maude.joxiel@gmail.com,3.0,2.0,1.0,2.0,5.0,13.0
krista.jericka@gmail.com,5.0,7.0,10.0,,10.0,32.0
michael.corderick@gmail.com,10.0,10.0,10.0,7.0,5.0,42.0
dennis.nolin@gmail.com,3.0,0.0,1.0,0.0,,4.0
antonia.ellymae@gatech.edu,10.0,10.0,10.0,10.0,10.0,50.0
helana.khalyn@gmail.com,10.0,10.0,10.0,0.0,5.0,35.0
earl.mahika@gmail.com,10.0,10.0,10.0,8.0,6.0,44.0
cathy.abdula@gmail.com,10.0,10.0,10.0,7.0,5.0,42.0
olga.shane@gatech.edu,10.0,10.0,10.0,10.0,10.0,50.0
stephen.clarance@gmail.com,10.0,10.0,10.0,10.0,10.0,50.0
charles.jorelys@gmail.com,10.0,7.0,10.0,10.0,10.0,47.0
bryan.vancy@gmail.com,5.0,7.0,10.0,4.0,10.0,36.0
thomas.lucillia@asu.edu,5.0,7.0,10.0,4.0,5.0,31.0
elizabeth.shaiden@pwc.com,8.0,10.0,10.0,10.0,10.0,48.0
nicholas.tajveer@virginia.edu,3.0,7.0,10.0,7.0,5.0,32.0
debra.nirah@gmail.com,5.0,10.0,10.0,10.0,5.0,40.0
daniel.niemah@gmail.com,5.0,10.0,10.0,2.0,10.0,37.0
raina.sheehan@gmail.com,10.0,10.0,10.0,10.0,10.0,50.0
mark.allysia@gmail.com,10.0,10.0,10.0,5.0,5.0,40.0
elizabeth.veton@gmail.com,10.0,10.0,10.0,10.0,10.0,50.0
carolyn.lamontez@gmail.com,10.0,8.0,10.0,0.0,5.0,33.0
claude.tarolyn@gmail.com,10.0,10.0,10.0,10.0,10.0,50.0
nika.daija@gmail.com,3.0,7.0,9.0,6.0,5.0,30.0
virginia.marqell@gmail.com,7.0,7.0,10.0,10.0,10.0,44.0
barbara.shaniki@gmail.com,5.0,7.0,10.0,8.0,1.0,31.0
nicki.jovianne@gatech.edu,10.0,10.0,1.0,0.0,0.0,21.0
mary.ceniyah@brunswickschool.org,10.0,10.0,1.0,3.0,10.0,34.0
barrett.wayland@gmail.com,5.0,10.0,10.0,10.0,5.0,40.0
matthew.kayli@gatech.edu,10.0,10.0,10.0,4.0,5.0,39.0
tyler.raeyna@gmail.com,10.0,10.0,10.0,10.0,5.0,45.0
katherine.gicel@gmail.com,10.0,10.0,10.0,10.0,10.0,50.0
angela.sone@gatech.edu,3.0,2.0,,,,5.0
nancy.roslin@gmail.com,10.0,10.0,10.0,10.0,10.0,50.0
angel.kaesha@gatech.edu,10.0,10.0,10.0,,6.0,36.0
christopher.jullianne@gatech.edu,5.0,5.0,1.0,,5.0,16.0
alexis.lareesa@gatech.edu,10.0,10.0,10.0,10.0,10.0,50.0
buddy.keyria@gmail.com,10.0,10.0,10.0,10.0,5.0,45.0
john.searcy@gmail.com,,7.0,1.0,,,8.0
ruth.giovanny@hotmail.co.uk,10.0,10.0,10.0,10.0,10.0,50.0
jayson.kineta@gatech.edu,10.0,10.0,10.0,10.0,5.0,45.0
michael.pansy@gmail.com,10.0,7.0,10.0,10.0,6.0,43.0
marcus.rinda@gmail.com,3.0,,,,,3.0
chelsea.jaretzi@utexas.edu,8.0,7.0,1.0,,5.0,21.0
nina.alvin@gmail.com,10.0,10.0,10.0,10.0,8.0,48.0
tracy.giovoni@gatech.edu,10.0,10.0,10.0,10.0,10.0,50.0
edwin.felesha@gmail.com,3.0,7.0,1.0,,,11.0
milagros.victorialynn@gmail.com,10.0,10.0,10.0,10.0,5.0,45.0
robert.sebern@gmail.com,3.0,10.0,10.0,,,23.0
daniel.nathane@yahoo.com,5.0,0.0,1.0,0.0,0.0,6.0
michael.alaynia@gatech.edu,10.0,10.0,10.0,10.0,10.0,50.0
crystal.chakayla@gmail.com,10.0,10.0,10.0,10.0,10.0,50.0
david.zamaiya@gatech.edu,10.0,10.0,10.0,10.0,10.0,50.0
alaric.dejuna@gmail.com,3.0,5.0,10.0,,,18.0
levi.kadan@gmail.com,10.0,4.0,,,,14.0
linda.jamise@gatech.edu,5.0,7.0,10.0,,10.0,32.0
cecelia.lasondra@gmail.com,3.0,7.0,1.0,,10.0,21.0
mitchell.owin@gmail.com,10.0,10.0,5.0,,1.0,26.0
victoria.shanegua@hotmail.com,3.0,10.0,10.0,,5.0,28.0
alana.dasianae@me.com,10.0,10.0,10.0,10.0,10.0,50.0
bruce.ranelle@gmail.com,10.0,10.0,,,,20.0
michael.vanelope@t-mobile.com,10.0,8.0,10.0,8.0,10.0,46.0
norine.hiliary@gmail.com,10.0,10.0,,,5.0,25.0
karen.adnrew@google.com,5.0,7.0,10.0,8.0,10.0,40.0
joseph.zakia@gmail.com,3.0,2.0,1.0,6.0,1.0,13.0
evan.kuhao@gatech.edu,5.0,10.0,6.0,8.0,5.0,34.0
eddie.suvam@gmail.com,10.0,10.0,10.0,,6.0,36.0
randy.adeliz@northsouth.edu,10.0,7.0,10.0,,5.0,32.0
bridget.zykeira@gmail.com,5.0,7.0,10.0,10.0,10.0,42.0
kelly.barrick@gmail.com,3.0,7.0,1.0,2.0,2.0,15.0
fredrick.aleata@gatech.edu,10.0,10.0,10.0,10.0,10.0,50.0
lori.soren@gmail.com,10.0,10.0,10.0,10.0,10.0,50.0
bryan.carmindy@umn.edu,5.0,7.0,10.0,10.0,10.0,42.0
